rafale-mali.jpg	Rafale Mali 16 février 2012.jpg	Master Sgt. LeeAnn Sunn	Public domain	121141
typhoon-libya.jpg	RAF Typhoon Aircraft Takes off for Operations over Libya MOD 45152566.jpg	Cpl Babs Robinson	OGL v1.0	315192
typhoon-akrotiri.jpg	Typhoon at RAF Akrotiri MOD 45166134.jpg	SAC PHIL DYE	OGL v1.0	646542
rafale-qatar.jpg	QA217 - Dassault Rafale - Qatar Air Force (47734694781).jpg	Dylan Agbagni (CC0) from Bordeaux, France	CC0	578950
typhoon-qatar.jpg	2024, F-2000A Typhoon, Fairford, QA420, Qatar - 0107 (53999188959).jpg	Jim van de Burgt from Wijk bij Duurstede, Netherlands	CC0	428865
eurofighter-spain.jpg	C.16-57 Eurofighter Ejército del Aire LEN.jpg	Bene Riobó	CC BY-SA 4.0	368969
rafale-afghan.jpg	Rafale 070412-N-8157C-552.JPEG	DoD photo by: MC1 DENNY CANTRELL	Public domain	282909
